Location,FIPS,Diabetes_Prevalence_Both_Sexes,Male_Obesity_%,Female_Obesity_%,life_expectancy,mortality_risk_0-5,mortality_risk_5-25,mortality_risk_25-45,mortality_risk_45-65,mortality_risk_65-85,tubercolosis_mortality,AIDS_mortality,diarrheal_mortality,lower_respiratory_mortality,meningitis_mortality,hepatitis_mortality,other_resp_mortality,interstitial_lung_mortality,asthma_mortality,other_pneumoconiosis_mortality,coal_pneumoconiosis_mortality,asbestosis_mortality,silicosis_mortality,pneumoconiosis_mortality,COPD_mortality,chronic_respiratory_mortality
Morris County,48343,16.54,39.04,41.84,75.33,0.95,1.35,4.24,16.32,56.36,0.31,2.15,1.85,33.65,0.55,0.33,0.94,4.59,1.42,0.28,0.06,0.53,0.04,0.91,60.91,68.77
Motley County,48345,14.18,35.44,36.56,77.87,0.71,0.98,3.08,12.75,50.59,0.14,0.64,1.57,27.45,0.42,0.23,0.95,4.54,1.01,0.24,0.03,0.16,0.03,0.46,64.42,71.38
Nacogdoches County,48347,15.93,37.67,41.56,76.15,0.78,0.85,3.62,15.81,56.46,0.42,2.74,1.69,29.99,0.52,0.47,0.9,5.26,1.21,0.26,0.01,0.52,0.06,0.84,65.24,73.46
Navarro County,48349,16.08,37.48,43.82,75.97,0.77,1.15,3.77,16.04,55.36,0.37,2.63,2.83,30.59,0.46,0.46,0.93,5.51,1.48,0.23,0.01,0.3,0.05,0.59,58.1,66.62
Newton County,48351,17.18,41.03,44.11,74.8,0.96,1.46,4.48,17.1,57.36,0.28,1.61,1.16,23.45,0.51,0.32,0.91,4.72,1.28,0.29,0.02,1.74,0.15,2.21,67.73,76.87
Nolan County,48353,16.38,37.81,40.08,75.45,0.84,1.15,3.76,16.44,58.49,0.2,0.96,1.47,37.47,0.48,0.35,0.9,5.44,1.54,0.25,0.01,0.14,0.03,0.44,70.86,79.18
Nueces County,48355,18.19,35.71,40.42,78.08,0.6,0.84,3.06,13.18,50.75,0.47,2.75,1.63,30.02,0.47,0.64,0.67,5.55,1.17,0.16,0.01,0.17,0.02,0.36,40.85,48.61
Ochiltree County,48357,15.66,39.46,40.34,76.34,0.79,1.11,3.45,14.49,56.87,0.18,0.65,1.77,27.74,0.43,0.23,0.89,4.56,1.19,0.25,0.01,0.11,0.02,0.39,76.32,83.33
Oldham County,48359,13.25,37.93,39.05,77.5,0.75,0.98,3.12,13.03,53.02,0.13,0.71,2.07,29.77,0.47,0.27,0.85,4.34,1.04,0.29,0.05,0.14,0.03,0.51,93.89,100.62
Orange County,48361,15.59,38.01,42.63,74.44,0.83,1.37,4.25,17.27,61.63,0.32,2.0,1.12,29.46,0.54,0.42,0.83,5.39,1.32,0.27,0.02,2.4,0.06,2.75,94.02,104.31
Palo Pinto County,48363,14.83,38.71,40.12,75.51,0.85,1.16,3.93,16.46,57.21,0.2,1.14,1.8,28.98,0.45,0.38,0.86,4.28,1.43,0.24,0.02,0.27,0.04,0.57,78.44,85.59
Panola County,48365,15.32,40.96,42.6,75.64,0.95,1.26,3.91,15.72,56.71,0.24,1.44,1.6,25.39,0.53,0.38,0.84,5.81,1.37,0.27,0.02,0.4,0.04,0.73,71.61,80.36
Parker County,48367,13.56,37.85,35.82,77.8,0.62,0.97,2.69,12.33,55.11,0.19,1.17,1.57,27.87,0.38,0.3,0.69,5.22,1.23,0.21,0.01,0.2,0.03,0.45,65.1,72.69
Parmer County,48369,16.85,39.05,43.76,78.82,0.66,0.92,2.75,11.08,50.38,0.29,0.97,2.3,37.92,0.55,0.35,0.77,4.17,0.97,0.22,0.03,0.07,0.03,0.35,55.11,61.38
Pecos County,48371,18.98,40.02,40.41,78.24,0.73,0.95,3.14,12.14,50.24,0.28,1.22,1.85,31.31,0.46,0.31,0.82,5.09,1.52,0.19,0.02,0.08,0.05,0.33,53.34,61.1
Polk County,48373,15.4,39.5,44.15,72.75,1.15,1.78,6.19,19.35,60.23,0.32,3.57,1.45,35.8,0.6,0.6,0.92,5.45,1.34,0.28,0.02,1.1,0.08,1.48,64.63,73.81
Potter County,48375,15.86,35.69,41.97,73.91,1.05,1.22,4.32,18.51,62.19,0.48,4.05,2.63,36.5,0.74,1.03,1.03,5.87,1.44,0.21,0.03,0.18,0.03,0.45,104.6,113.39
Presidio County,48377,20.55,38.28,46.6,83.72,0.41,0.6,1.76,7.37,33.3,0.48,1.11,2.04,27.91,0.43,0.28,0.66,4.56,1.04,0.21,0.04,0.06,0.06,0.36,20.28,26.91
Rains County,48379,14.44,40.49,40.94,76.72,0.83,1.15,3.55,14.06,54.06,0.2,1.27,1.63,24.12,0.44,0.31,0.91,4.28,1.0,0.26,0.03,0.24,0.03,0.55,56.0,62.74
Randall County,48381,12.77,32.39,31.18,79.01,0.63,0.79,2.48,11.07,50.49,0.18,1.16,2.25,24.27,0.48,0.4,0.78,5.82,0.91,0.2,0.03,0.13,0.01,0.37,76.51,84.39
Reagan County,48383,17.26,41.22,42.35,76.68,0.75,1.07,3.22,13.61,57.26,0.35,0.99,1.75,37.32,0.49,0.23,0.78,4.91,1.26,0.23,0.02,0.08,0.06,0.38,67.19,74.52
Real County,48385,15.22,38.35,40.64,76.74,0.83,1.21,3.36,14.72,53.76,0.21,0.97,1.61,28.67,0.42,0.29,0.94,5.88,0.98,0.22,0.02,0.16,0.04,0.43,45.14,53.37
Red River County,48387,16.06,41.31,44.0,74.72,0.98,1.4,4.27,17.17,58.52,0.23,1.6,2.12,35.73,0.57,0.43,0.94,4.05,1.5,0.31,0.02,0.16,0.02,0.52,58.57,65.58
Reeves County,48389,21.86,41.35,48.49,77.33,0.79,1.06,3.56,14.03,51.14,0.3,1.38,2.4,50.3,0.56,0.33,0.75,4.77,1.35,0.2,0.04,0.07,0.06,0.36,43.59,50.82
Refugio County,48391,17.87,38.64,41.71,76.7,0.73,1.13,3.36,14.66,54.39,0.32,1.72,1.46,31.78,0.42,0.57,0.86,5.0,1.27,0.21,0.01,0.19,0.02,0.43,49.97,57.53
Roberts County,48393,12.07,36.09,33.39,76.14,0.88,1.13,3.61,15.39,55.51,0.08,0.47,1.53,24.33,0.38,0.16,0.76,3.83,1.08,0.34,0.01,0.15,0.02,0.52,81.7,87.89
Robertson County,48395,16.33,40.23,43.22,75.87,0.79,1.2,3.8,16.1,55.63,0.29,2.0,1.86,37.02,0.49,0.54,0.94,5.47,1.66,0.27,0.01,0.25,0.04,0.58,56.12,64.77
Rockwall County,48397,12.96,33.7,32.83,79.76,0.5,0.75,2.11,9.92,50.16,0.18,0.97,1.84,36.07,0.37,0.23,0.66,4.5,0.84,0.22,0.03,0.13,0.01,0.39,48.25,54.63
Runnels County,48399,15.54,38.39,40.74,76.99,0.8,1.06,3.18,14.03,53.92,0.21,0.91,1.4,28.91,0.46,0.34,0.88,5.18,1.72,0.22,0.02,0.18,0.05,0.46,58.32,66.56
Rusk County,48401,16.27,40.04,44.08,76.03,0.79,1.37,3.74,15.46,55.43,0.32,2.06,1.87,32.33,0.56,0.36,0.82,5.18,1.39,0.26,0.02,0.62,0.05,0.94,55.91,64.23
Sabine County,48403,15.46,39.81,41.83,75.08,1.17,1.49,4.49,16.27,55.74,0.26,2.17,1.17,24.54,0.49,0.37,0.92,4.26,0.95,0.28,0.03,1.23,0.07,1.62,61.99,69.74
San Augustine County,48405,17.33,41.05,46.19,74.69,1.16,1.61,4.9,17.16,55.26,0.42,3.76,1.73,29.31,0.61,0.38,0.98,5.1,1.4,0.32,0.02,0.42,0.05,0.81,64.68,72.97
San Jacinto County,48407,15.46,40.46,42.67,76.01,0.9,1.32,4.14,15.61,53.31,0.25,1.95,1.56,28.85,0.49,0.43,0.86,4.7,1.51,0.26,0.02,0.45,0.07,0.81,65.23,73.13
San Patricio County,48409,18.46,38.99,43.02,76.71,0.67,0.96,3.14,14.56,56.29,0.4,1.76,1.82,30.62,0.41,0.49,0.83,5.28,1.04,0.19,0.01,0.27,0.02,0.49,54.35,62.0
San Saba County,48411,15.19,35.5,36.54,78.47,0.68,1.01,3.05,12.1,48.85,0.16,0.68,2.08,33.78,0.38,0.31,0.81,4.65,1.07,0.23,0.02,0.28,0.17,0.71,49.86,57.1
Schleicher County,48413,15.99,35.86,38.82,78.15,0.71,0.93,2.9,12.38,51.0,0.21,0.72,1.37,29.32,0.4,0.26,0.79,4.82,1.13,0.16,0.01,0.12,0.05,0.34,51.97,59.04
Scurry County,48415,15.36,38.23,39.28,76.99,0.73,1.02,3.24,14.12,54.41,0.24,0.97,1.58,29.55,0.44,0.27,0.79,6.52,1.17,0.23,0.01,0.11,0.04,0.39,62.92,71.79
Shackelford County,48417,13.14,38.12,36.87,77.22,0.77,0.98,3.22,13.59,53.55,0.13,0.58,1.35,31.75,0.38,0.22,0.75,3.98,1.2,0.26,0.02,0.16,0.03,0.46,53.61,60.0
Shelby County,48419,16.79,41.13,44.88,74.05,1.05,1.65,4.68,18.09,58.99,0.39,2.65,1.69,30.18,0.56,0.4,0.96,5.0,1.22,0.28,0.02,0.46,0.04,0.81,63.4,71.38
Sherman County,48421,14.35,39.44,39.22,77.61,0.75,1.05,3.12,12.93,52.32,0.17,0.65,1.67,24.78,0.42,0.24,0.9,4.79,1.1,0.25,0.03,0.15,0.03,0.47,61.81,69.07
Smith County,48423,14.4,34.8,37.0,77.77,0.73,1.02,3.14,13.05,51.58,0.28,2.11,2.0,30.4,0.57,0.38,0.8,6.25,1.16,0.23,0.02,0.6,0.06,0.9,49.65,58.76
Somervell County,48425,13.19,35.51,34.31,77.63,0.69,0.98,2.99,13.11,53.51,0.24,1.0,1.67,25.86,0.36,0.32,0.79,5.6,1.38,0.24,0.02,0.27,0.11,0.65,62.69,71.11
Starr County,48427,26.38,46.21,55.67,79.11,0.57,0.9,2.76,11.59,48.09,0.36,1.06,1.26,49.71,0.41,0.21,0.82,5.6,0.73,0.18,0.04,0.11,0.02,0.36,26.66,34.16
Stephens County,48429,14.67,39.06,38.81,76.55,0.83,1.15,3.28,14.81,54.7,0.28,1.11,1.66,26.67,0.44,0.32,0.78,4.45,1.53,0.25,0.02,0.16,0.03,0.47,59.27,66.5
Sterling County,48431,15.33,39.53,40.89,77.49,0.78,1.07,3.19,13.06,53.27,0.18,0.68,1.4,29.96,0.41,0.19,0.7,4.19,1.08,0.24,0.02,0.09,0.04,0.38,57.36,63.71
Stonewall County,48433,14.01,36.76,37.83,77.46,0.73,0.95,3.05,13.58,53.2,0.14,0.65,1.55,30.51,0.43,0.22,0.84,4.12,1.16,0.29,0.02,0.12,0.03,0.46,60.49,67.06
Sutton County,48435,16.28,37.99,41.18,77.57,0.7,1.02,3.12,12.66,54.26,0.2,0.7,1.43,27.76,0.38,0.22,0.75,6.07,1.04,0.21,0.01,0.13,0.04,0.39,50.48,58.74
Swisher County,48437,16.48,37.82,40.82,77.92,0.72,0.99,3.04,13.15,51.46,0.22,1.09,2.05,24.68,0.53,0.36,0.93,5.07,1.27,0.25,0.03,0.14,0.03,0.45,65.45,73.16
Tarrant County,48439,16.24,35.69,37.46,78.68,0.64,0.78,2.42,11.76,51.49,0.36,2.52,1.87,25.12,0.46,0.39,0.75,5.85,1.34,0.18,0.01,0.13,0.02,0.34,48.84,57.12
Taylor County,48441,14.51,35.7,35.7,76.78,0.74,0.84,3.3,14.82,55.12,0.28,1.49,1.41,33.51,0.52,0.39,0.9,5.81,1.52,0.2,0.01,0.13,0.02,0.36,54.91,63.49
Terrell County,48443,16.88,36.59,38.5,77.47,0.77,1.09,3.28,13.2,52.68,0.18,0.73,1.45,31.8,0.41,0.21,0.84,4.73,1.48,0.27,0.05,0.2,0.11,0.62,58.23,65.9
Terry County,48445,17.93,39.72,44.31,77.02,0.67,0.99,3.2,14.19,55.03,0.26,1.1,1.99,33.7,0.54,0.39,0.92,4.84,1.51,0.25,0.02,0.07,0.03,0.37,55.92,63.56
Throckmorton County,48447,13.34,38.98,39.45,77.91,0.77,1.06,3.05,12.7,51.14,0.13,0.64,1.42,27.73,0.38,0.21,0.71,3.56,1.13,0.27,0.03,0.23,0.04,0.56,50.33,56.28
Titus County,48449,16.11,37.6,40.76,77.16,0.7,1.15,3.34,13.83,53.24,0.36,1.89,1.81,31.41,0.55,0.42,0.93,4.34,1.2,0.25,0.03,0.28,0.03,0.58,61.9,68.96
Tom Green County,48451,15.46,35.26,38.11,77.5,0.65,0.86,3.03,13.86,53.07,0.29,1.44,1.39,31.09,0.47,0.39,0.77,6.48,1.36,0.18,0.01,0.08,0.02,0.29,62.46,71.36
Travis County,48453,13.49,29.31,33.54,80.89,0.46,0.55,2.11,9.53,44.43,0.32,2.56,1.84,18.79,0.35,0.49,0.67,6.45,0.87,0.15,0.0,0.15,0.04,0.35,30.56,38.89
Trinity County,48455,15.59,40.59,42.5,74.4,1.1,1.4,4.61,18.35,56.63,0.31,2.54,1.9,44.63,0.58,0.45,1.01,5.02,1.87,0.3,0.03,1.0,0.08,1.41,75.57,84.89
Tyler County,48457,15.12,38.01,43.36,75.51,0.98,1.4,4.22,15.96,55.57,0.29,2.13,1.48,26.99,0.52,0.57,0.81,4.76,1.12,0.28,0.02,1.5,0.07,1.88,68.15,76.72
Upshur County,48459,14.88,40.68,40.15,75.24,0.88,1.45,4.07,15.57,59.15,0.21,1.38,1.65,33.47,0.52,0.3,0.89,4.8,1.25,0.26,0.03,0.53,0.06,0.88,67.94,75.76
Upton County,48461,17.12,38.45,40.32,76.37,0.75,1.09,3.32,14.25,57.87,0.19,0.75,1.72,39.84,0.45,0.21,0.73,4.56,1.27,0.2,0.02,0.09,0.06,0.37,67.75,74.68
Uvalde County,48463,19.45,37.83,43.05,78.43,0.64,0.97,3.05,12.45,49.06,0.32,1.16,1.63,31.09,0.44,0.32,0.84,5.67,0.92,0.2,0.01,0.09,0.02,0.31,36.9,44.65
Val Verde County,48465,20.49,39.32,46.24,79.53,0.53,0.78,2.59,11.13,47.42,0.41,1.33,1.37,40.06,0.42,0.39,0.7,5.15,1.03,0.17,0.01,0.17,0.04,0.39,28.91,36.18
Van Zandt County,48467,14.56,39.43,41.19,76.08,0.78,1.3,3.86,14.81,56.39,0.21,1.45,1.69,31.38,0.44,0.35,1.02,5.07,0.93,0.27,0.02,0.44,0.03,0.77,69.4,77.19
Victoria County,48469,16.68,36.47,37.53,78.05,0.62,0.96,2.93,12.81,51.37,0.28,1.25,1.2,30.22,0.39,0.68,0.77,7.25,0.96,0.19,0.01,0.44,0.02,0.66,38.73,48.36
Walker County,48471,16.43,39.69,41.37,77.26,0.72,0.71,3.09,14.3,54.04,0.37,4.79,2.16,37.28,0.6,1.07,0.95,5.87,1.39,0.26,0.04,0.4,0.05,0.74,53.34,62.29
Waller County,48473,16.58,40.24,42.64,77.95,0.66,0.79,3.25,13.19,50.76,0.41,1.92,1.37,28.19,0.46,0.33,0.85,4.77,1.17,0.24,0.02,0.32,0.08,0.65,40.2,47.64
Ward County,48475,17.59,40.32,43.43,76.16,0.79,1.21,3.63,15.33,55.64,0.23,1.15,1.8,25.37,0.43,0.3,0.75,4.77,1.49,0.21,0.02,0.08,0.05,0.35,78.17,85.54
Washington County,48477,14.39,38.02,39.04,78.59,0.65,0.92,3.05,12.57,48.35,0.21,1.23,1.34,35.19,0.42,0.29,0.76,3.99,1.14,0.26,0.01,0.25,0.03,0.55,32.5,38.94
Webb County,48479,24.25,44.34,45.71,79.69,0.57,0.81,2.45,10.94,46.68,0.79,2.68,1.29,39.75,0.44,0.36,0.67,8.0,0.68,0.18,0.01,0.07,0.01,0.27,20.69,30.32
Wharton County,48481,17.18,38.8,43.4,77.55,0.65,1.06,3.14,13.57,52.06,0.3,1.92,1.78,40.15,0.48,0.43,0.85,4.06,1.43,0.24,0.01,0.17,0.03,0.45,39.27,46.06
Wheeler County,48483,14.12,36.09,36.26,75.33,0.96,1.26,3.95,15.45,59.21,0.2,0.86,1.79,28.59,0.48,0.25,0.95,4.17,1.34,0.25,0.01,0.14,0.01,0.42,91.72,98.61
Wichita County,48485,15.01,35.94,37.89,75.66,0.86,0.89,3.48,16.44,58.61,0.39,2.51,2.56,23.05,0.54,0.54,0.84,5.11,1.5,0.23,0.01,0.19,0.04,0.47,75.67,83.59
Wilbarger County,48487,15.69,37.73,41.46,75.57,0.86,1.18,3.77,16.0,57.67,0.28,1.28,2.26,22.77,0.51,0.32,0.87,4.63,1.35,0.28,0.01,0.11,0.02,0.42,63.39,70.66
Willacy County,48489,23.04,43.82,50.75,79.62,0.6,0.83,2.62,11.21,45.87,0.57,2.2,1.09,33.66,0.4,0.17,0.66,5.67,0.89,0.16,0.01,0.1,0.03,0.3,25.06,32.57
Williamson County,48491,13.09,33.55,32.89,81.73,0.38,0.63,1.58,8.3,43.37,0.21,0.74,1.83,20.2,0.27,0.32,0.66,6.1,0.87,0.17,0.01,0.2,0.03,0.4,35.7,43.73
Wilson County,48493,15.53,36.78,39.98,78.7,0.58,0.92,2.68,11.37,51.14,0.19,1.14,1.95,35.14,0.34,0.35,0.76,4.6,0.93,0.18,0.01,0.15,0.03,0.37,43.54,50.2
Winkler County,48495,17.62,41.51,44.76,74.58,0.93,1.4,4.3,17.63,59.21,0.24,1.21,1.82,29.73,0.48,0.29,0.85,5.43,1.55,0.21,0.03,0.08,0.05,0.37,98.87,107.07
Wise County,48497,13.96,39.14,38.73,76.71,0.67,1.13,3.15,14.39,56.8,0.17,0.85,2.36,26.45,0.38,0.25,0.77,4.8,1.2,0.23,0.01,0.14,0.03,0.42,63.87,71.06
Wood County,48499,14.08,40.18,39.12,76.6,0.79,1.2,3.65,14.24,54.86,0.21,1.6,1.66,31.35,0.51,0.33,0.99,5.17,1.13,0.26,0.02,0.26,0.02,0.56,60.37,68.22
Yoakum County,48501,16.38,39.77,42.26,77.61,0.71,1.01,3.07,13.11,52.76,0.23,0.92,1.98,29.21,0.48,0.32,0.78,4.46,1.19,0.2,0.03,0.12,0.04,0.39,66.68,73.51
Young County,48503,14.31,38.05,38.15,75.52,0.82,1.28,3.77,16.3,57.92,0.21,1.22,1.72,36.88,0.42,0.32,0.85,4.48,1.74,0.27,0.04,0.17,0.03,0.52,83.05,90.64
Zapata County,48505,22.96,45.19,51.34,79.21,0.69,1.01,3.04,12.19,44.32,0.33,1.15,1.45,38.23,0.42,0.22,0.74,5.92,0.73,0.2,0.03,0.18,0.03,0.44,28.5,36.33
Zavala County,48507,23.76,39.83,49.13,77.86,0.72,0.99,3.35,13.38,49.29,0.43,1.31,1.89,42.71,0.5,0.42,0.89,5.95,0.81,0.2,0.01,0.1,0.03,0.33,23.57,31.56
Beaver County,49001,11.59,32.9,33.41,76.89,0.76,1.08,3.35,14.24,54.41,0.1,0.47,1.48,32.45,0.4,0.27,0.97,5.74,1.48,0.25,0.09,0.25,0.15,0.75,55.84,64.78
Box Elder County,49003,12.7,37.07,36.91,79.5,0.59,0.97,2.46,10.04,48.84,0.08,0.28,1.37,31.35,0.34,0.16,1.09,6.29,1.28,0.3,0.03,0.25,0.06,0.64,34.05,43.35
Cache County,49005,12.44,32.37,34.09,81.97,0.46,0.47,1.76,7.54,42.97,0.09,0.25,1.69,26.39,0.35,0.17,1.1,6.36,1.18,0.27,0.03,0.15,0.04,0.49,21.31,30.45
Carbon County,49007,12.8,34.55,34.66,76.52,0.74,1.14,3.75,13.91,56.02,0.1,0.38,1.44,37.86,0.41,0.26,1.09,5.58,1.39,0.35,6.35,0.4,0.28,7.39,56.54,72.0
Daggett County,49009,11.67,34.26,33.9,81.27,0.56,0.75,2.25,9.44,40.29,0.06,0.22,1.15,21.24,0.3,0.13,0.94,3.98,0.95,0.26,0.4,0.31,0.15,1.12,36.78,43.77
Davis County,49011,12.09,33.43,31.64,80.74,0.47,0.65,1.99,8.43,47.38,0.09,0.29,1.77,25.42,0.36,0.18,1.0,6.66,1.22,0.27,0.06,0.15,0.04,0.52,30.65,40.05
Duchesne County,49013,11.99,33.72,34.19,77.58,0.72,1.11,3.39,13.1,51.53,0.1,0.31,1.58,31.72,0.45,0.18,1.27,5.82,1.54,0.41,0.11,0.23,0.15,0.91,58.73,68.28
Emery County,49015,12.08,36.84,35.37,77.99,0.71,1.06,3.06,12.34,51.61,0.07,0.26,1.3,32.11,0.34,0.16,1.08,6.19,1.54,0.36,7.98,0.67,0.29,9.31,55.78,73.89
Garfield County,49017,11.56,33.93,33.82,79.3,0.64,0.91,2.79,11.21,47.11,0.08,0.3,1.28,26.23,0.34,0.21,0.86,5.43,1.21,0.28,0.13,0.25,0.13,0.79,43.38,51.68
Grand County,49019,11.27,32.19,29.73,78.21,0.74,1.05,3.13,12.39,49.69,0.1,0.36,1.4,20.36,0.36,0.19,1.01,6.88,1.34,0.3,0.66,0.42,0.79,2.18,56.52,67.94
Iron County,49021,11.95,33.25,34.23,79.15,0.64,0.77,2.7,11.04,49.21,0.12,0.58,1.35,29.17,0.44,0.37,0.86,4.81,1.6,0.23,0.06,0.28,0.07,0.65,36.73,44.66
Juab County,49023,12.12,36.62,35.77,77.79,0.68,0.97,3.08,12.68,52.56,0.08,0.37,1.46,34.87,0.36,0.19,1.03,5.55,1.46,0.36,0.08,0.24,0.23,0.9,52.01,60.96
Kane County,49025,11.12,32.15,30.91,79.08,0.73,1.01,2.9,11.09,47.68,0.1,0.47,1.44,29.47,0.38,0.26,0.83,5.01,1.12,0.25,0.13,0.44,0.24,1.06,39.98,48.01
Millard County,49027,12.09,33.19,34.19,79.28,0.66,0.89,2.7,10.44,48.57,0.1,0.43,1.68,27.47,0.36,0.25,0.86,4.85,1.4,0.29,0.05,0.21,0.1,0.66,42.61,50.38
Morgan County,49029,10.3,28.69,27.57,81.47,0.42,0.6,1.91,8.37,43.42,0.06,0.2,1.15,16.58,0.27,0.12,0.88,5.28,0.99,0.29,0.06,0.14,0.06,0.55,26.77,34.47
Piute County,49031,12.91,36.35,37.29,78.37,0.67,0.95,2.89,12.15,50.46,0.11,0.47,1.52,23.53,0.4,0.34,1.09,6.89,1.8,0.36,0.26,0.25,0.17,1.05,47.52,58.35
Rich County,49033,12.11,31.25,30.3,81.1,0.52,0.71,2.13,9.25,42.95,0.06,0.18,1.11,19.77,0.28,0.11,1.1,5.93,1.03,0.31,0.11,0.31,0.11,0.84,30.63,39.53
Salt Lake County,49035,12.25,30.88,32.53,79.4,0.55,0.76,2.6,10.57,49.11,0.17,0.76,1.82,25.4,0.41,0.31,1.19,7.2,1.6,0.29,0.06,0.14,0.05,0.53,39.36,49.88
San Juan County,49037,16.39,34.13,42.81,79.02,0.79,1.25,3.38,11.08,44.81,0.31,0.47,1.94,39.33,0.53,0.18,0.83,8.46,1.12,0.31,0.74,0.44,0.5,1.98,29.82,42.23
Sanpete County,49039,12.08,34.2,34.64,79.16,0.6,0.79,2.76,11.06,49.04,0.09,0.38,1.31,27.8,0.35,0.24,0.97,5.79,1.44,0.28,0.16,0.26,0.11,0.82,37.5,46.52
Sevier County,49041,12.28,34.61,35.01,77.95,0.73,1.0,2.92,12.08,53.04,0.11,0.42,1.75,30.06,0.4,0.28,1.02,6.82,1.59,0.26,0.17,0.22,0.1,0.74,42.97,53.14
Summit County,49043,9.2,22.42,20.04,82.39,0.43,0.66,1.83,6.85,40.94,0.08,0.25,1.43,21.22,0.29,0.12,0.86,4.84,0.95,0.29,0.11,0.23,0.13,0.77,26.66,34.08
Tooele County,49045,13.49,38.41,37.34,78.21,0.54,0.99,2.86,11.93,52.44,0.11,0.51,1.75,36.62,0.38,0.22,1.0,5.53,1.18,0.33,0.05,0.23,0.08,0.68,55.75,64.15
Uintah County,49047,12.66,37.11,35.87,77.99,0.72,1.26,3.67,12.27,48.88,0.11,0.43,1.56,32.25,0.41,0.17,1.0,6.1,1.25,0.31,0.19,0.22,0.09,0.82,50.85,60.02
Utah County,49049,11.79,34.46,31.33,80.75,0.5,0.52,2.07,8.61,47.11,0.09,0.31,1.66,23.86,0.33,0.2,1.02,6.22,1.42,0.3,0.08,0.22,0.06,0.65,25.12,34.43
Wasatch County,49051,10.95,31.02,27.51,80.61,0.52,0.72,2.24,9.21,45.24,0.09,0.34,1.63,33.21,0.38,0.18,1.03,5.29,1.17,0.31,0.13,0.25,0.28,0.98,37.25,45.71
Washington County,49053,10.9,33.02,31.0,81.36,0.55,0.79,2.54,9.31,39.3,0.13,0.61,1.19,20.88,0.43,0.27,0.85,5.62,1.32,0.18,0.1,0.2,0.07,0.55,27.34,35.68
Wayne County,49055,11.32,31.98,30.79,79.47,0.65,0.92,2.62,11.16,46.44,0.07,0.29,1.31,26.82,0.33,0.19,0.91,5.95,1.53,0.34,0.61,0.34,0.21,1.5,34.19,44.07
Weber County,49057,13.23,33.5,35.53,78.8,0.62,0.76,2.72,11.38,50.82,0.13,0.59,1.62,30.83,0.44,0.3,1.06,8.09,1.3,0.27,0.06,0.1,0.03,0.47,47.36,58.28
Addison County,50001,10.53,27.86,29.35,80.8,0.41,0.56,1.95,9.24,46.13,0.1,0.28,2.6,12.73,0.24,0.13,0.78,5.98,0.86,0.15,0.01,0.11,0.04,0.3,43.18,51.1
Bennington County,50003,10.93,29.21,30.4,79.49,0.5,0.66,2.26,10.51,50.27,0.13,0.62,2.78,21.6,0.3,0.15,0.87,7.03,1.32,0.19,0.01,0.18,0.04,0.43,63.31,72.96
Caledonia County,50005,11.22,30.09,35.53,79.9,0.45,0.65,2.17,10.38,48.47,0.09,0.36,2.65,16.36,0.28,0.16,0.77,7.72,1.09,0.16,0.01,0.13,0.04,0.34,47.44,57.35
Chittenden County,50007,9.92,26.46,26.42,81.39,0.38,0.42,1.68,8.72,44.9,0.12,0.58,3.46,14.2,0.28,0.19,0.76,6.84,0.92,0.13,0.0,0.13,0.03,0.3,36.64,45.46
Essex County,50009,12.88,34.9,39.12,79.7,0.49,0.71,2.32,11.18,47.08,0.08,0.3,2.24,13.99,0.27,0.17,0.91,7.86,1.23,0.2,0.03,0.31,0.13,0.68,57.69,68.37
Franklin County,50011,11.48,35.38,36.83,79.22,0.45,0.73,2.08,11.03,51.69,0.09,0.31,5.92,15.56,0.32,0.18,0.85,6.27,1.07,0.16,0.01,0.28,0.04,0.49,50.72,59.4
Grand Isle County,50013,10.43,33.6,31.59,80.02,0.4,0.63,2.2,9.78,49.35,0.1,0.47,3.92,13.5,0.29,0.21,0.86,5.82,1.11,0.16,0.01,0.25,0.11,0.54,49.16,57.49
Lamoille County,50015,10.4,30.33,31.86,80.17,0.42,0.62,1.97,9.99,48.43,0.1,0.44,2.8,13.47,0.28,0.18,0.83,7.09,1.38,0.18,0.02,0.89,0.18,1.27,47.87,58.44
Orange County,50017,10.77,31.46,34.19,80.36,0.41,0.63,2.08,9.58,47.71,0.09,0.36,3.61,17.39,0.3,0.16,0.75,7.41,1.02,0.16,0.01,0.11,0.03,0.3,44.14,53.63
Orleans County,50019,11.36,34.62,35.76,79.35,0.45,0.76,2.44,10.93,49.29,0.11,0.4,2.72,15.82,0.29,0.22,0.97,9.06,1.35,0.18,0.01,0.37,0.05,0.61,56.94,68.94
Rutland County,50021,11.78,31.71,33.41,79.11,0.5,0.71,2.41,11.21,50.82,0.14,0.39,2.96,17.8,0.34,0.18,0.86,6.45,1.11,0.19,0.03,0.27,0.27,0.76,56.56,65.74
Washington County,50023,10.42,27.15,28.48,80.37,0.48,0.58,1.96,9.53,47.86,0.09,0.27,2.9,16.15,0.27,0.19,0.7,6.19,1.18,0.16,0.01,0.23,0.38,0.78,43.75,52.6
Windham County,50025,11.04,28.97,29.32,79.84,0.49,0.75,2.22,10.38,48.1,0.12,0.62,3.45,18.02,0.3,0.15,0.69,7.37,1.15,0.19,0.01,0.22,0.03,0.44,47.25,56.9
